time,quote,title,author
18:58,"""We opened the door easy, and then stampeded for the front. Part of the gang was lined up at the bar; part of 'em was passing over the drinks, and two or three was peeping out the door and window and taking shots at the marshal's crowd. The room was so full of smoke we got half-way to the front door before they noticed us. Then I heard Berry Trimble's voice somewhere yell out: ""'How'd that Buck Caperton get in here?' and he skinned the side of my neck with a bullet. I reckon he felt bad over that miss, for Berry's the best shot south of the Southern Pacific Railroad. But the smoke in the saloon was some too thick for good shooting. ""Me and Perry smashed over two of the gang with our table legs, which didn't miss like the guns did, and as we run out the door I grabbed a Winchester from a fellow who was watching the outside, and I turned and regulated the account of Mr. Berry. ""Me and Perry got out and around the corner all right. I never much expected to get out, but I wasn't going to be intimidated by that married man. According to Perry's idea, checkers was the event of the day, but if I am any judge of gentle recreations that little table-leg parade through the Gray Mule saloon deserved the head-lines in the bill of particulars. ""'Walk fast,' says Perry, 'it's two minutes to seven, and I got to be home by—' ""'Oh, shut up,' says I. 'I had an appointment as chief performer at an inquest at seven, and I'm not kicking about not keeping it.'",Roads of Destiny,O. Henry
19:00,"Twas about seven o'clock at night, And the wind it blew with all its might, And the rain came pouring down, And the dark clouds seem'd to frown,",The Tay Bridge Disaster,William McGonagall
19:00,"By seven o'clock the orchestra has arrived--no thin five-piece affair but a whole pitful of oboes and trombones and saxophones and viols and cornets and piccolos and low and high drums. The last swimmers have come in from the beach now and are dressing upstairs; the cars from New York are parked five deep in the drive, and already the halls and salons and verandas are gaudy with primary colors and hair shorn in strange new ways and shawls beyond the dreams of Castile. The bar is in full swing and floating rounds of cocktails permeate the garden outside until the air is alive with chatter and laughter and casual innuendo and introductions forgotten on the spot and enthusiastic meetings between women who never knew each other's names.",The Great Gatsby,F. Scott Fitzgerald
19:00,t was seven o'clock when we got into the coupé with him and started for Long Island. [...] So we drove on toward death through the cooling twilight.,The Great Gatsby,F. Scott Fitzgerald
19:00,7.00 p.m. Do maths practice,The Curious Incident of the Dog in the Night-time,Mark Haddon
19:00,"And so it was that, for a long time afterwards, when I lay awake at night and revived old memories of Combray, I saw no more of it than this sort of luminous panel, sharply defined against a vague and shadowy background, like the panels which a Bengal fire or some electric sign will illuminate and dissect from the front of a building the other parts of which remain plunged in darkness: broad enough at its base, the little parlour, the dining-room, the alluring shadows of the path along which would come M. Swann, the unconscious author of my sufferings, the hall through which I would journey to the first step of that staircase, so hard to climb, which constituted, all by itself, the tapering 'elevation' of an irregular pyramid; and, at the summit, my bedroom, with the little passage through whose glazed door Mamma would enter; in a word, seen always at the same evening hour, isolated from all its possible surroundings, detached and solitary against its shadowy background, the bare minimum of scenery necessary (like the setting one sees printed at the head of an old play, for its performance in the provinces) to the drama of my undressing, as though all Combray had consisted of but two floors joined by a slender staircase, and as though there had been no time there but seven o'clock at night. I must own that I could have assured any questioner that Combray did include other scenes and did exist at other hours than these.",In Search of Lost Time: Swann's Way,Marcel Proust
19:00,"About seven o’clock in the evening she had died, and her frantic husband had made a frightful scene in his efforts to kill West, whom he wildly blamed for not saving her life. Friends had held him when he drew a stiletto, but West departed amidst his inhuman shrieks, curses, and oaths of vengeance.",Herbert West - Reanimator,H. P. Lovecraft
19:00,"Edward had been allowed to see me only from seven till nine-thirty pm, always inside the confines of my home and under the supervision of my dad's unfailingly crabby glare.",New Moon,Stephenie Meyer
19:00,"It was seven o'clock and by this time she was not very far from Raveloe, but she was not familiar enough with those monotonous lanes to know how near she was to her journey's end. She needed comfort, and she knew but one comforter - the familiar demon in her bosom; but she hesitated a moment, after drawing out the black remnant, before she raised it to her lips.",Silas Marner,George Eliot
19:00,"""The town clock struck seven. The echoes of the great chime wandered in the unlit halls of the library. An autumn leaf, very crisp, fell somewhere in the dark. But it was only the page of a book, turning.""",Something Wicked This Way Comes,Ray Bradbury
19:10,"He had already got to the point where, by rocking more strongly, he maintained his equilibrium with difficulty, and very soon he would finally have to make a final decision, for in five minutes it would be a quarter past seven. Then there was a ring at the door of the apartment. “That’s someone from the office,” he told himself, and he almost froze, while his small limbs only danced around all the faster. For one moment everything remained still. “They aren’t opening,” Gregor said to himself, caught up in some absurd hope.",Metamorphosis,Franz Kafka
19:10,"But every morning, even if there's been a nighttime session and he has only slept two hours, he gets up at six and reads his paper while he drinks a strong cup of coffee. In this way Papa constructs himself every day.",The Elegance of the Hedgehog,Muriel Barbery
19:10,"The party was to begin at seven. The invitations gave the hour as six-thirty because the famly knew everyone would come a little late, so as not to be the first to arrive. At seven-ten not a soul had come; somewhat acrimoniously, the family discussed the advantages and disadvantages of tardiness: Elvira, who prided herself on her punctuality, declared it was an unforgiveable discourtesy to leave people waiting; Julia, repeating the words of her late husband, replied that visitors who arrived late showed their consideration, since if everyone arrives a little late it's more comfortable all around, and no one has to feel rushed. By seven-fifteen not another soul could squeeze into the house.",The elderly lady,Jorge Luis Borges (transl. Andrew Hurley)
19:11,"Good, you said. Run, or you won't get a seat. See you soon. Your voice was reassuring. 19:11:00, the clock said. I put the phone back on its hook and I ran. The seat I got, almost the last one in the carriage, was opposite a girl who started coughing as soon as there weren't any other free seats I could move to. She looked pale and the cough rattled deep in her chest as she punched numbers into her mobile. Hi, she said (cough). I'm on the train. No, I've got a cold. A cold (cough). Yeah, really bad. Yeah, awful actually. Hello? (cough) Hello?",The Whole Story and Other Stories,Ali Smith
19:15,"The party was to begin at seven. The invitations gave the hour as six-thirty because the famly knew everyone would come a little late, so as not to be the first to arrive. At seven-ten not a soul had come; somewhat acrimoniously, the family discussed the advantages and disadvantages of tardiness: Elvira, who prided herself on her punctuality, declared it was an unforgiveable discourtesy to leave people waiting; Julia, repeating the words of her late husband, replied that visitors who arrived late showed their consideration, since if everyone arrives a little late it's more comfortable all around, and no one has to feel rushed. By seven-fifteen not another soul could squeeze into the house.",The elderly lady,Jorge Luis Borges (transl. Andrew Hurley)
19:15,"Cell count down to 400,000. Woke 8:10. To sleep 7:15. (Appear to have lost my watch without realising it, had to drive into town to buy another.)",The Voices of Time,JG Ballard
19:16,“Sixteen past seven PM? That's when he came into the store or when he left after the fact?”,The Last Precinct,Patricia Cornwell
19:19,"… And it was me who spent about three hours this afternoon arguing one single contract. The term was best endeavors. The other side wanted to use reasonable efforts. In the end we won the point- but I can't feel my usual triumph. All I know is, it's seven-nineteen, and in eleven minutes I'm supposed to be halfway across town, sitting down to dinner at Maxim's with my mother and brother Daniel. I'll have to cancel. My own birthday dinner.",The Undomestic Goddess,Sophie Kinsella
19:20,"The clock read seven-twenty, but I felt no hunger. You'd think I might have wanted to eat something after the day I'd had, but I cringed at the very thought of food. I was short of sleep, my gut was slashed, and my apartment was gutted. There was no room for appetite.",Hard Boiled Wonderland and the End of the World,Haruki Murakami
19:30,At half past seven element,,Emily Dickinson
19:30,"""But now he was close - here was the house, here were the gates. Somewhere a clock beat a single chime. 'What, is it really half-past seven? That's impossible, it must be fast!'""",Crime and Punishment,Fyodor Dostoyevsky
19:30,"The telephone call came at 7.30 on the evening of March 18th, a Saturday, the eve of the noisy, colourful festival that the town held in honour of Saint Joseph the carpenter -",A Simple Story,Leonardo Sciascia
19:30,"The clock showed half-past seven. This was the twilight time. He would be there now. I pictured him in his old navy-blue sweater and peaked cap, walking soft-footed up the track towards the wood. He told me he wore the sweater because navy-blue barely showed up in the dark, black was even better, he said. The peaked cap was important too, he explained, because the peak casts a shadow over one's face.","Danny, the Champion of the World",Roald Dahl
19:42,"I glance at my watch as we speed along the Strand. Seven forty-two. I'm starting to feel quite excited. The street outside is still bright and warm and tourists are walking along in T-shirts and shorts, pointing at the High Court. It must have been a gorgeous summer's day. Inside the air-conditioned Carter Spink building you have no idea what the weather in the real world is doing.",The Undomestic Goddess,Sophie Kinsella
19:45,"He taught me that if I had to meet someone for an appointment, I must refuse to follow the 'stupid human habit' of arbitrarily choosing a time based on fifteen-minute intervals. ""Never meet people at 7:45 or 6:30, Jasper, but pick times like 7:12 and 8:03!""",A fraction of the whole,Steve Toltz
19:49,"There's a big, old-fashioned clock in the surgery. Just as Dr. Wellesley went out I heard the Moot Hall clock chime half-past seven, and then the chimes of St. Hathelswide's Church. I noticed that our clock was a couple of minutes slow, and I put it right."" When did you next see Dr. Wellesley?"" ""At just eleven minutes to eight."" ""Where?"" ""In the surgery."" ""He came back there?"" ""Yes."" ""How do you fix that precise time--eleven minutes to eight?"" ""Because he'd arranged to see a patient in Meadow Gate at ten minutes to eight. I glanced at the clock as he came in, saw what time it was, and reminded him of the appointment.""",In the Mayor's Parlour,J. S. Fletcher
19:50,"He waited until nearly eight, because around seven there were always more people coming in and out of the house than at other times. At ten to eight, he strolled downstairs, to make sure that Signora Buffi was not pottering around in the hall and that her door was not open, and to make sure there really was no one in Freddie's car, though he had gone down in the middle of the afternoon to look at the car and see if it was Freddie's.",The Talented Mr Ripley,Patricia Highsmith
19:53,"Wednesday, 11 th December 1963. 7.53 p.m. 'Help me. You've got to help me.' The woman's voice quavered on the edge of tears. The duty constable who had picked up the phone heard a hiccuping gulp, as if the caller was struggling to speak.",A Place of Execution,Val McDermid
19:56,"I remember the cigarette in his hard face, against the now limitless storm cloud. Bernardo cried to him unexpectedly: 'What time is it, Ireno?' Without consulting the sky, without stopping, he replied: 'It's four minutes to eight, young Bernardo Juan Franciso.' His voice was shrill, mocking.",Funes the Memorious-Labyrinths,Jorge Luis Borges
1:00:,Hickory Dickory Dock The mouse ran up the clock The clock struck one (donggggg) The mouse ran down Hickory Dickory Dock,Traditional nursery rhyme,anon ?
20:00,"I have been drunk just twice in my life, and the second time was that afternoon; so everything that happened has a dim, hazy cast over it, although until after eight o’clock the apartment was full of cheerful sun.",The Great Gatsby,F. Scott Fitzgerald
20:00,"It's the twenty-third of June nineteen seventy-five, and it is eight o'clock in the evening, seated at his jigsaw puzzle, Bartlebooth has just died.",Life: A User's Manual,Georges Perec
20:00,"'It is the twenty-third of June nineteen seventy-five, and it is eight o'clock in the evening. Seated at his jigsaw puzzle, Bartlebooth has just died. On the tablecloth, somewhere in the crepuscular sky of the four hundred and thirty-ninth puzzle, the black hole of the sole piece not yet filled in has the almost perfect shape of an X. But the ironical thing, which could have been foreseen long ago, is that the piece the dead man holds between his fingers is shaped like a W.''",Life: A User's Manual,Georges Perec
20:00,"'TIS eight o'clock,--a clear March night, The moon is up,--the sky is blue, The owlet, in the moonlight air, Shouts from nobody knows where; He lengthens out his lonely shout, Halloo! halloo! a long halloo!","""The Idiot Boy,"" from Complete Poetical Works",William Wordsworth
20:00,"Freud had me knock on Jung's door, to no avail. They waited until eight, then set off for Brill's without him.",The Interpretation Of Murder,Jed Rubenfeld
20:00,"Arthur thought he could even bear to listen to the album of bagpipe music he had won. It was eight o'clock and he decided he would make himself, force himself, to listen to the whole record before he phoned her.","So long, and thanks for all the fish",Douglas Adams
20:00,"Kuniang made her appearance in my study just before eight o' clock, arrayed in what had once ben a ""party frock"".",The Maker of Heavenly Trousers,Daniel Vare
20:00,"""I trace the words, I'll arrive to collect you for drinks at eight on Saturday.""",Tell-All,Chuck Palahniuk
20:00,"That day he forgot to go to dinner ; he noticed the fact at eight in the evening , and as it was too late to go to the Rue St Jaques, he ate a lump of bread.",Les Miserables,Victor Hugo
20:00,8.00 p.m. Have a bath,The Curious Incident of the Dog in the Night-time,Mark Haddon
20:00,She looked at her watch- it was eight o'clock,The Beautiful and Damned,F. Scott Fitzgerald
20:00,Eight o'clock,Eight o'clock,A.E Housman
20:00,"I have been drunk just twice in my life, and the second time was that afternoon; so everything that happened has a dim, hazy cast over it. although until after eight o'clock the apartment was full of cheerful sun.",The Great Gatsby,F. Scott Fitzgerald
20:00,"Strapped, noosed, nighing his hour, He stood and counted them and cursed his luck; And then the clock collected in the tower Its strength and struck.",Eight O'Clock,A.E. Housman
20:00,"At eight o'clock that evening, a Saturday, Pamela Chamcha stood with Jumpy Joshi - who had refused to let her go unaccompanied - next to the Photo-Me machine in a corner of the main concourse of Euston station, feeling ridiculously conspiratorial.",Satanic Verses,Salman Rushdie
20:00,"The clock struck eight. Had it been ten, Elinor would have been convinced that at that moment she heard a carriage driving up to the house; and so strong was the persuasion that she did, in spite of the almost impossibility of their being already come, that she moved into the adjoining dressing-closet and opened a window-shutter, to be satisfied of the truth. She instantly saw that her ears had not deceived her.",Sense and Sensibility,Jane Austen
20:02,"`Yes, I must go to the railway station, and if he's not there, then go there and catch him.' Anna looked at the railway timetable in the newspapers. An evening train went at two minutes past eight. `Yes, I shall be in time.' She gave orders for the other horses to be put in the carriage, and packed in a traveling bag the things needed for a few days. She knew she would never come back here again.",Anna Karenina,Lev Tolstoy
20:04,The earth seems to cast its darkness upward into the air. The farm country is somber at night. He is grateful when the lights of Lankaster merge with his dim beams. He stops at a diner whose clock says 8.04. He hadn't intended to eat until he got out of the state.,"Rabbit, Run",John Updike
20:05,"Ransom took out his watch, which he had adapted, on purpose, several hours before, to Boston time, and saw that the minutes had sped with increasing velocity during this interview, and that it now marked five minutes past eight. 'Miss Chancellor will have to square the public,' he said in a moment; and the words were far from being an empty profession of security, for the conviction already in possession of him, that a drama in which he, though cut off, was an actor, had been going on for some time in the apartment he was prevented from entering, that the situation was extraordinarily strained there, and that it could not come to an end without an appeal to him - this transcendental assumption acquired an infinitely greater force the instant he perceived that Verena was even now keeping her audience waiting. Why didn't she go on? Why, except that she knew he was there, and was gaining time?'",The Bostonians,Henry James
20:07,"Bennie pulled the transcripts for that night. The first call had come in at 8:07, with a positive ID.",Mistaken Identity,
20:07,"And I could hear that there were fewer people in the little station when the train wasn't there, so I opened my eyes and I looked at my watch and it said 8:07 pm and I had been sitting on the bench for approximately 5 hours but it hadn't seemed like approximately 5 hours, except that my bottom hurt and I was hungry and thirsty.",The Curious Incident of the Dog in the Night-time,Mark Haddon
20:10,"At 2010h. on 1 April Y.D.A.U., the medical attache is still watching the unlabelled entertainment cartridge.",Infinite Jest,David Foster Wallace
20:14,"In the basement switching room of the telephone company, Agents Rick Olbier and Denny Jones were tending the NSA’s electronic tapping and tracing equipment, monitoring Garrison Dilworth’s office and home lines. It was dull duty, and they played cards to make the time pass: two-hand pinochle and five-hundred rummy, neither of which was a good game, but the very idea of two-hand poker repelled them. When a call came through to Dilworth’s home number at fourteen minutes past eight o’clock, Olbier and Jones reacted with far more excitement than the situation warranted because they were desperate for action. Olbier dropped his cards on the floor, and Jones threw his on the table, and they reached for the two headsets as if this was World War II and they were expecting to overhear a top-secret conversation between Hitler and Goring.",Watchers,Dean Koontz
20:15,8.15 p.m. Get changed into pyjamas,The Curious Incident of the Dog in the Night-time,Mark Haddon
20:15,"Natsha: I was looking to see if there wasn't a fire. It's Shrovetide, and the servant is simply beside herself; I must look out that something doesn't happen. When I came through the dining-room yesterday midnight, there was a candle burning. I couldn't get her to tell me who had lighted it. [Puts down her candle] What's the time? Andrey: [Looks at his watch] A quarter past eight. Natasha: And Olga and Irina aren't in yet. The poor things are still at work. Olga at the teachers' council, Irina at the telegraph office...[sighs] I said to your sister this morning, ""Irina, darling, you must take care of yourself."" But she pays no attention. Did you say it was a quarter past eight?",The Three Sisters,Anton Chekhov
20:15,"""Cannot locate operating instructions (for video)""",Bridget Jones's Diary,Helen Fielding
20:20,"At 20.20 all ships had completed oiling. Hove to, they had had the utmost difficulty in keeping position in that great wind; but they were infinitely safer than in the open sea",H.M.S. Ulysses,Alistair MacLean
20:20,8.20 p.m. Play computer games,The Curious Incident of the Dog in the Night-time,Mark Haddon
20:20,"Lupin’s rooms looked very nice; but the dinner was, I thought, a little too grand, especially as he commenced with champagne straight off. I also think Lupin might have told us that he and Mr. and Mrs. Murray Posh and Miss Posh were going to put on full evening dress. Knowing that the dinner was only for us six, we never dreamed it would be a full dress affair. I had no appetite. It was quite twenty minutes past eight before we sat down to dinner. At six I could have eaten a hearty meal. I had a bit of bread-and-butter at that hour, feeling famished, and I expect that partly spoiled my appetite",Diary of a Nobody,George and Weedon Grossmith
20:25,She sat down in her usual seat and smiled at her husband as he sank into his own chair opposite her. She was saved. It was only five and twenty past eight.,The Listerdale mystery,Agatha Christie
20:27,"At seven-and-twenty minutes past eight Mrs Lofthouse was seated at Aurora's piano, in the first agonies of a prelude in six flats; a prelude which demanded such extraordinary uses of the left hand across the right, and the right over the left, and such exercise of the thumbs in all positions, -in which, according to all orthodox theories of the pre-Thalberg-ite school no pianist's thumbs should ever be used,- that Mrs. mellish felt that her friend's attention was not very likely to wander far from the keys.",Aurora Floyd,Mary Elizabeth Braddon
20:29,"… she said, 'at exactly half-past eight you may be watching the middle upper window of the top floor. If I decide to forgive I will hang out of that window a white silk scarf. You will know by that that all is as was before, and you may come to me. If you see no scarf you may consider that everything between us is ended forever.' That,"" concluded the young man bitterly, ""is why I have been watching that clock...” From the middle upper window blossomed in the dusk a waving, snowy, fluttering, wonderful, divine emblem of forgiveness and promised joy. By came a citizen, rotund, comfortable, home-hurrying, unknowing of the delights of waving silken scarfs on the borders of dimly-lit parks. ""Will you oblige me with the time, sir?"" asked the young man; and the citizen, shrewdly conjecturing his watch to be safe, dragged it out and announced: ""Twenty-nine and a half minutes past eight, sir."" And then, from habit, he glanced at the clock in the tower, and made further oration. ""By George! that clock's half an hour fast! First time in ten years I've known it to be off. This watch of mine never varies a--"" But the citizen was talking to vacancy. He turned and saw his hearer, a fast receding black shadow, flying in the direction of a house with three lighted upper windows.",The Four Million,O. Henry
20:30,"The bicycles go by in twos and threes - there's a dance on in Billy Brennan's barn tonight, and there's the half-talk code of mysteries and the wink-and-elbow language of delight. Half-past eight and there is not a spot upon a mile of road, no shadow thrown that might turn out a man or woman,",Inniskeen Road: July Evening,Patrick Kavanagh
20:30,"Alix took up a piece of needlework and began to stitch. Gerald read a few pages of his book. Then he glanced up at the clock and tossed the book away. ""Half-past eight. Time to go down to the cellar and start work.""",The Listerdale mystery,Agatha Christie
20:32,"At eight o'clock the next evening Aunt Ellen took a quaint old gold ring from a moth-eaten case and gave it to Richard. ""Wear it to-night, nephew,"" she begged. ""Your mother gave it to me. Good luck in love she said it brought. She asked me to give it to you when you had found the one you loved.""Young Rockwall took the ring reverently and tried it on his smallest finger. It slipped as far as the second joint and stopped. He took it off and stuffed it into his vest pocket, after the manner of man. And then he 'phoned for his cab. At the station he captured Miss Lantry out of the gadding mob at eight thirty-two. ""We mustn't keep mamma and the others waiting,"" said she. ""To Wallack's Theatre as fast as you can drive!"" said Richard loyally. They whirled up Forty-second to Broadway, and then down the white- starred lane that leads from the soft meadows of sunset to the rocky hills of morning.",The Four Million,O. Henry
20:35,"Left Munich at 8.35 p.m. on 1st May, arriving at Vienna early the next morning",Dracula,Bram Stoker
20:35,"She paused reflectively. He was keenly interested now, not a doubt of it. The murderer is bound to have an interest in murder. She had gambled on that, and succeeded. She stole a glance at the clock. It was five and twenty to nine.",The Listerdale mystery,Agatha Christie
20:35,"""Found operating instructions under Hello""",Bridget Jones's Diary,Helen Fielding
20:40,"""Point Remote Control""",Bridget Jones's Diary,Helen Fielding
20:40,"""Who is it?"" said the lady at the table. ""Pip, ma'am."" ""Pip?"" ""Mr Pumblechook's boy, ma'am. Come - to play."" ""Come nearer; let me look at you. Come close."" It was when I stood before her, avoiding her eyes, that I took note of the surrounding objects in detail, and saw that her watch had stopped at twenty minutes to nine, and that a clock in the room had stopped at twenty minutes to nine. ""Look at me,"" said Miss Havisham, ""You are not afraid of a woman who has never seen the sun since you were born?"" I regret to state that I was not afraid of telling the enormous lie comprehended in the answer ""No.""",Great Expectations,Charles Dickens
20:40,"The letter had been brought in at twenty minutes to nine. It was just on ten minutes to nine when I left him, the letter still unread. … The village church clock chimed nine o'clock as I passed through the lodge gates. I turned to the left towards the village.… Ten minutes later I was at home once more. Caroline was full of curiosity to know why I had returned so early. I had to make up a slightly fictitious account of the evening in order to satisfy her, and I had an uneasy feeling that she saw through the transparent device. At ten o'clock I rose, yawned, and suggested bed. Caroline acquiesced. It was a Friday night, and on Friday nights I wind the clocks. I did it as usual, whilst Caroline satisfied herself that the servants had locked up the kitchen properly. It was a quarter past ten as we went up the stairs. I had just reached the top when the telephone rang in the hall below. … I ran down the stairs and took up the receiver. 'What?' I said. 'What? Certainly, I'll come at once.' … 'Parker telephoning,' I shouted to Caroline, 'from Fernly. They've just found Roger Ackroyd murdered.'",The Murder of Roger Ackroyd,Agatha Christie
20:42,"""The hand at this moment pointed to 8.42. The players took up their cards, but their eyes were constantly on the clock. One may safely say that, however secure they might feel, never had minutes seemed so long to them.""",Around the world in eighty days,Jules Verne
20:43,"'8.43,' said Thomas Flanagan, as he cut the cards placed before him by Gauthier Ralph. There was a moment's pause, during which the spacious room was perfectly silent.",Around the world in eighty days,Jules Verne
20:44,"The clock's pendulum beat every second with mathematical regularity, and each player could count every sixtieth of a minute as it struck his ear. '8.44!' said John Sullivan, in a voice that betrayed his emotion. Only one minute more and the wager would be won.",Around the world in eighty days,Jules Verne
20:45,"'It's not impossible,' Phileas said quietly.'I bet you 20,000 pounds I could do it. If I leave this evening on the 8.45 train to Dover, I can be back here at the Reform Club by 8.45 on Saturday 21 December. I'll get my passport stamped at every place i stop to prove I've been around the world.'",Around the World in Eighty Days,Jules Verne
20:45,"Phileas Fogg, thus kidnapped, without having time to think, left his house, jumped into a cab, promised a hundred pounds to the cabman, and, having run over two dogs and overturned five carriages, reached the Reform Club. The clock indicated a quarter before nine when he appeared in the great saloon.",Eighty Days Around the World,Jules Verne
20:45,Beaver arrived at quarter to nine in a state of high self-approval; he had refused two invitations for dinner while dressing that evening; he had cashed a cheque for ten pounds at his club; he had booked a Divan table at Espinosa's.,A Handful of Dust,Evelyn Waugh
20:50,"What did it mean by beginning to tick so loudly all of a sudden? Its face indicated ten minutes to nine. Mrs Verloc cared nothing for time, and the ticking went on.",The Secret Agent,
20:50,all the clocks in London were striking ten minutes before nine.,Around the world in eighty days,Jules Verne
20:50,"He glanced at the bracket-clock on the mantelpiece, but as this had stopped, drew out his watch. 'It is already too late,' he said. 'It wants only ten minutes to nine.' 'Good God!' she exclaimed, turning quite pale. 'What am I to do?'",The Reluctant Widow,Georgette Heyer
20:50,"""Ah Diagram ""Buttons for IMC functions"". But what are IMC functions?""",Bridget Jones's Diary,Helen Fielding
20:50,"He was, yes, always home from work by 2050 on Thursdays.",Infinite Jest,David Foster Wallace
20:53,Only eight fifty-three. The partners' decision meeting starts in seven minutes. I'm not sure I can bear this.,The Undomestic Goddess,Sophie Kinsella
20:55,"""Decide to ignore that page""",Bridget Jones's Diary,Helen Fielding
20:57,"""Wait,"" he said solemnly, ""till the clock strikes. I have wealth and power and knowledge above most men, but when the clock strikes I am afraid. Stay by me until then. This woman shall be yours. You have the word of the hereditary Prince of Valleluna. On the day of your marriage I will give you $100,000 and a palace on the Hudson. But there must be no clocks in that palace--they measure our follies and limit our pleasures. Do you agree to that?"" ""Of course,"" said the young man, cheerfully, ""they're a nuisance, anyway--always ticking and striking and getting you late for dinner."" He glanced again at the clock in the tower. The hands stood at three minutes to nine.",The Four Million,O. Henry
20:58,"""What time is it?"" she asked, quiet, definite, hopeless. ""Two minutes to nine,"" he replied, telling the truth with a struggle.",Sons and Lovers,D H Lawrence
21:00,"Shortly after nine o'clock that evening, Weyrother drove with his plans to Kutuzov's quarters where the council of war was to be held. All the commanders of columns were summoned to the commander in chief's and with the exception of Prince Bagration, who declined to come, were all there at the appointed time.",War and Peace,Leo Tolstoy
21:00,"Billy Weaver had travelled down from London on the slow afternoon train, with a change at Swindon on the way, and by the time he got to Bath it was about nine o’clock in the evening and the moon was coming up out of a clear starry sky over the houses opposite the station entrance. But the air was deadly cold and the wind was like a flat blade of ice on his cheeks.",“The Landlady”,Roald Dahl
21:00,"On the stroke of nine o’clock Mr. and Mrs. De Voted took their places on either side of the drawing-room fire, in attitudes of gracefully combined hospitality and unconcern, Vivian De Voted wearing a black beard and black velvet jacket buttoned over his Bohemian bosom, his lady in a flowing purple gown embroidered in divers appropriate places with pomegranates and their leaves.",A Marriage of Passion,Katherine Mansfield
21:00,"This time, the putting on of her best hat at nine o'clock at night with the idea of sallying forth from the castle, down the long drive and then northwards along the acacia avenue, had been enough to send her to her own doorway as though she suspected someone might be there, someone who was listening to her thoughts.",Titus Groan,Mervyn Peake
21:00,"This time, the putting on of her best hat at nine o'clock at night with the idea of sallying forth from the castle, down the long drive and then northwards along the acacia avenue, had been enough to send her to her own doorway as though she suspected someone might be there, someone who was listening to her thoughts.",Titus Groan,Mervyn Peake
21:00,"On the evening before K.'s thirty-first birthday - it was about nine o'clock, when there is a lull in the streets - two gentlemen came to his apartment.",The Trial,Franz Kafka
21:00,At 2100 at night it's cold out.,Infinite Jest,David Foster Wallace
21:00,9.00 p.m. Watch television or a video,The Curious Incident of the Dog in the Night-time,Mark Haddon
21:00,"Then he put on a grey jacket and left the flat to make his way to Praca da Alegria. It was already nine o'clock, Pereira maintains.",Pereira Maintains,Antonio Tabucchi
21:00,Early November. It's nine o'clock. The Great Tits are banging against the window. (my translation),Out Stealing Horses,Per Petterson
21:00,That night at nine the President addressed the nation......,All the President's Men,Bernstein & Woodward
21:00,"It was nine o'clock at night upon the second of August—the most terrible August in the history of the world. One might have thought already that God's curse hung heavy over a degenerate world, for there was an awesome hush and a feeling of vague expectancy in the sultry and stagnant air",His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle
21:00,"Standing in the chrome-and-tile desolation of the Polar-Shtern Kafeteria at nine o'clock on a Friday night, in a snowstorm, he's the loneliest Jew in the Sitka District.",The Yiddish Policemen's Union,Michael Chabon
21:05,"Nine o'clock. The beds warmed their hidden circuits, for nights were cool here. Nine-five. A voice spoke from the study ceiling: ""Mrs. McClellan, which poem would you like this evening?"" The house was silent. The voice said at last, ""Since you express no preference, I shall select a poem at random."" Quiet music rose to back the voice. ""Sara Teasdale. As I recall, your favorite…. ""There will come soft rains and the smell of the ground, And swallows circling with their shimmering sound; And frogs in the pools singing at night, And wild plum trees in tremulous white; Robins will wear their feathery fire, Whistling their whims on a low fence-wire; And not one will know of the war, not one Will care at last when it is done. Not one would mind, neither bird nor tree, if mankind perished utterly; And Spring herself, when she woke at dawn Would scarcely know that we were gone."" The fire burned on the stone hearth and the cigar fell away into a mound of quiet ash on its tray. The empty chairs faced each other between the silent walls, and the music played. At ten o'clock the house began to die.",And there Will Come Soft Rains (from The Martia Chronicles),Ray Bradbury
21:10,""" When you turn your recorder on you must adjust clock and the calendar.......Press red and nothing happens. Press numbers and nothing happens. Wish stupid video had never been invented""",Bridget Jones's Diary,Helen Fielding
21:15,"I stride to the edge of the pavement and stick out my hand. During the next three minutes, not a single car passes by. Not just no taxis. No vehicles at all. “Kind of quiet,” observes Jack at last. “Well, this is really kind of a residential area. Antonio's is a bit of a one-off.” Outwardly, I'm still quite calm. But inside I'm starting to panic. What are we going to do? Should we try to walk to Clapham High Street? But it's bloody miles away. I glance at my watch and am shocked to see that it's nine-fifteen. We've spent over an hour faffing about and we haven't even had a drink. And it's all my fault. I can't even organize one simple evening without its going catastrophically wrong.",Can You Keep a Secret?,Sophie Kinsella
21:20,9.20 p.m. Have juice and a snack,The Curious Incident of the Dog in the Night-time,Mark Haddon
21:25,"""Aargh. Suddenly main menu is on TV saying Press 6. Realize was using telly remote control by mistake. Now News has come on""",Bridget Jones's Diary,Helen Fielding
21:28,"From that moment on--9:28 in the evening, June 18, 1941--everything was different.",Everything is Illuminated,Jonathan Safran Foer
21:30,"The light in Mr. Green's kitchen snapped off at nine-thirty, followed by the light in his bedroom at his usual ten o'clock. His house was the first on the street to go dark.",A crime in the neighborhood,Suzanne Berne
21:30,"Forty-eight years old, profoundly asleep at nine thirty on a Friday night – this is modern professional life.",Saturday,Ian McEwan
21:30,"Forty-eight years old, profoundly asleep at nine thirty on a Friday night - this is modern professional life.",Saturday,Ian Mc Ewan
